CTR;Steer
-0.2619;0.0238779
-0.2869;0.0515714
-0.3102;0.0518215
-0.3209;0.0283869
-0.3399;0.0480069
-0.3468;0.0250153
-0.3676;0.0561191
-0.3405;-0.0435757
-0.3204;-0.0324305
-0.2665;-0.107982
-0.2383;-0.0606931
-0.2106;-0.0637428
-0.1555;-0.12673
-0.1282;-0.0751609
-0.0509;-0.18673
-0.0024;-0.136404
0.0202;-0.0880044
0.0621;-0.13292
0.0817;-0.0913013
0.1175;-0.12913
0.1338;-0.0926419
0.1629;-0.122688
0.1758;-0.0923113
0.1979;-0.114125
0.2072;-0.0900238
0.2222;-0.103785
0.228;-0.0863689
0.236;-0.0920869
0.2383;-0.0811511
0.2395;-0.0792508
0.2387;-0.0752502
0.2368;-0.0728836
0.2299;-0.0619635
0.2249;-0.065126
0.2124;-0.0483572
0.2048;-0.0571196
0.1947;-0.0507019
0.1949;-0.0714294
0.1985;-0.0788686
0.2053;-0.0863913
0.2175;-0.09913
0.2223;-0.0851612
0.2286;-0.0892205
0.2308;-0.0814659
0.2305;-0.0765361
0.2269;-0.0695096
0.2237;-0.0699414
0.2089;-0.0446259
0.2023;-0.060137
0.1869;-0.0403205
0.1781;-0.0522895
0.1586;-0.0280438
0.1479;-0.0441128
0.1367;-0.0415011
0.1126;-0.0121424
0.0997;-0.0326573
0.0729;-0.00087375
0.0589;-0.0244032
0.0304;0.0088566
0.0157;-0.0165462
0.001;-0.0143417
-0.0291;0.0209878
-0.0443;-0.00651005
-0.0595;-0.0042003
-0.0901;0.0312348
-0.1048;0.00169215
-0.1676;0.107396
-0.1173;-0.12629
-0.0552;-0.159178
-0.0308;-0.0874224
0.0159;-0.139035
0.0596;-0.13962
0.0995;-0.138055
0.1178;-0.0976588
0.1349;-0.0978912
0.1664;-0.131499
0.1808;-0.0995498
0.2058;-0.124603
0.2264;-0.119006
0.235;-0.0964134
0.2483;-0.107933
0.2533;-0.0922092
0.2608;-0.0984646
0.26;-0.0818746
0.2579;-0.0790886
0.2547;-0.0765359
0.2451;-0.0624185
0.2388;-0.0681929
0.2316;-0.0654287
0.2143;-0.0427408
0.2043;-0.055943
0.1936;-0.0530348
0.1697;-0.0231346
0.1566;-0.0428479
0.1288;-0.00934235
0.066;0.0700447
0.0491;-0.0192449
0.0162;0.017682
-0.0003;-0.0126428
-0.0168;-0.0101594
-0.0502;0.0286757
-0.0841;0.0348027
-0.1008;0.0029581
-0.1173;0.00509175
-0.1338;0.00763365
-0.1663;0.0445918
-0.1823;0.014083
-0.1979;0.0157219
-0.2284;0.0502111
-0.2432;0.0211527
-0.2575;0.0224265
-0.2849;0.0528789
-0.2981;0.026608
-0.3105;0.0270232
-0.3341;0.0531303
-0.3451;0.0297528
-0.3639;0.0483548
-0.4049;0.0991072
-0.3519;-0.0966668
-0.2974;-0.107693
-0.2678;-0.0621992
-0.2098;-0.127594
-0.1812;-0.0729937
-0.0996;-0.191184
-0.0479;-0.139115
-0.0237;-0.0877331
-0.0005;-0.0892129
0.0436;-0.13765
0.0646;-0.094632
0.103;-0.135243
0.1207;-0.0965588
0.1372;-0.0967024
0.1672;-0.128286
0.1807;-0.0974014
0.2039;-0.120383
0.2138;-0.0953752
0.2224;-0.0941764
0.2362;-0.106765
0.2466;-0.101648
0.2655;-0.121616
0.3256;-0.213193
0.3688;-0.186058
0.4527;-0.280269
0.4917;-0.196565
0.5613;-0.268486
0.5925;-0.196662
0.6208;-0.195417
0.6468;-0.195041
0.6919;-0.240352
0.7274;-0.22684
0.7412;-0.185881
0.7523;-0.182522
0.7672;-0.192741
0.771;-0.171496
0.771;-0.164282
0.7674;-0.156925
0.7615;-0.151821
0.7429;-0.124003
0.7303;-0.134478
0.699;-0.0927322
0.6803;-0.115467
0.6378;-0.0618113
0.6139;-0.0957332
0.5619;-0.0320142
0.4725;0.0559596
0.4068;0.0182112
0.3395;0.0313364
0.3062;-0.0318217
0.2693;-0.0192213
0.307;-0.17423
0.346;-0.182853
0.3947;-0.209755
0.4188;-0.16438
0.428;-0.136174
0.4412;-0.146374
0.448;-0.134818
0.449;-0.123593
0.4484;-0.120527
0.4374;-0.0982956
0.3275;0.115826
0.3337;-0.117471
0.3402;-0.119216
0.349;-0.125311
0.3522;-0.114767
0.3516;-0.107253
0.3463;-0.0972308
0.3281;-0.0688649
0.3194;-0.0867196
0.2989;-0.060194
0.2869;-0.0755375
0.26;-0.0418325
0.245;-0.063505
0.2293;-0.0598646
0.195;-0.0176171
0.1765;-0.0465304
0.138;-0.0008244
0.0968;0.0107072
0.0755;-0.0259355
0.0323;0.0243283
-0.0122;0.0336094
-0.0347;-0.00699825
-0.0794;0.0441465
-0.1018;0.00295735
-0.1458;0.0528303
-0.1675;0.011569
-0.1889;0.0142735
-0.231;0.062104
-0.2458;0.00984685
-0.1779;-0.165649
-0.1171;-0.160511
-0.0573;-0.167452
0.059;-0.297926
0.1154;-0.186644
0.2211;-0.30121
0.271;-0.19723
0.3184;-0.199499
0.4074;-0.296253
0.449;-0.207918
0.5235;-0.285154
0.557;-0.208458
0.6151;-0.26668
0.6402;-0.204766
0.6814;-0.243486
0.6979;-0.19691
0.7115;-0.193506
0.7398;-0.227521
0.7404;-0.172581
0.738;-0.16659
0.726;-0.145953
0.7041;-0.12322
0.6912;-0.139631
0.6842;-0.150723
0.6924;-0.182699
0.7121;-0.20901
0.7224;-0.192116
0.7238;-0.174888
0.7227;-0.170084
0.7134;-0.152646
0.7052;-0.153969
0.6823;-0.121475
0.6508;-0.0998753
0.632;-0.122771
0.6114;-0.116387
0.5646;-0.0572493
0.5385;-0.0950036
0.452;0.0385454
0.4205;-0.0669398
0.356;0.00855715
0.3224;-0.048364
0.3005;-0.0686293
0.3082;-0.129138
0.3616;-0.228729
0.4192;-0.245979
0.4452;-0.186901
0.4898;-0.231036
0.526;-0.219929
0.5406;-0.17919
0.5627;-0.197786
0.5704;-0.170426
0.5758;-0.166924
0.579;-0.163294
0.5792;-0.157613
0.5761;-0.150836
0.5638;-0.130873
0.5545;-0.135755
0.5434;-0.130762
0.5303;-0.125062
0.4986;-0.0833565
0.4597;-0.0633513
0.4144;-0.0439635
0.3897;-0.0816534
0.364;-0.0759804
0.3084;-0.0079946
0.1823;0.151829
0.1137;0.0470624
0.0798;-0.0172925
0.0458;-0.0120154
-0.0234;0.0687763
-0.0586;0.0060856
-0.1281;0.0851747
-0.1628;0.0208611
-0.2175;0.0691748
-0.2179;-0.0392562
-0.195;-0.0891937
-0.1344;-0.173617
-0.1047;-0.116219
-0.0233;-0.231818
0.0484;-0.223197
0.0883;-0.165626
0.1052;-0.122213
0.1205;-0.121369
0.1262;-0.103087
0.0941;-0.0227189
0.0563;-0.00567705
0.0359;-0.037435
-0.0135;0.0279818
-0.029;-0.0374787
-0.0266;-0.0736254
-0.022;-0.0787044
-0.0209;-0.071859
-0.0207;-0.0700786
-0.0228;-0.0651522
-0.0283;-0.0575131
-0.0321;-0.060327
-0.0421;-0.046406
-0.0549;-0.0388585
-0.0623;-0.0485174
-0.0787;-0.028018
-0.0878;-0.0412091
-0.1177;0.0049347
-0.1399;-0.00706535
-0.1514;-0.0266646
-0.1749;0.0009478
-0.1811;-0.0326316
-0.151;-0.109671
-0.0926;-0.174985
-0.064;-0.119643
-0.0369;-0.120689
0.0143;-0.176577
0.0384;-0.126011
0.0819;-0.171377
0.1016;-0.126782
0.1362;-0.161841
0.1651;-0.154858
0.1876;-0.145527
0.2035;-0.134814
0.2089;-0.114728
0.2157;-0.118656
0.2088;-0.0903254
0.1968;-0.0784238
0.1792;-0.0646734
0.1686;-0.0771677
0.1302;-0.0158728
0.099;-0.0256423
0.0823;-0.0521784
0.0467;-0.0090618
0.008;0.0029392
-0.0123;-0.0308096
-0.0537;0.0176272
-0.097;0.0279707
-0.2737;0.321413
-0.317;0.0612661
-0.344;0.0328881
-0.3084;-0.0974977
-0.2611;-0.127862
-0.1894;-0.187322
-0.1662;-0.0937194
-0.1028;-0.183578
-0.0645;-0.139091
-0.0306;-0.13536
0.0233;-0.183457
0.043;-0.118034
0.0606;-0.116504
0.0649;-0.0905813
0.0611;-0.0738419
0.0522;-0.062333
0.0389;-0.0515574
0.0114;-0.0190381
-0.0113;-0.0252275
-0.0497;0.0119574
-0.0717;-0.0175068
-0.03;-0.151147
0.03;-0.196762
0.0382;-0.0944109
0.0529;-0.109642
0.0563;-0.0875805
0.0564;-0.0810237
0.0535;-0.0746154
0.0469;-0.0662489
0.0144;-0.0095811
-0.0272;0.0148725
-0.0393;-0.0422928
-0.064;-0.0133558
-0.0904;-0.00595065
-0.1043;-0.0288135
-0.1326;0.0042978
-0.1473;-0.0206235
-0.1769;0.0137049
-0.1919;-0.0131491
-0.222;0.0216769
-0.2372;-0.00572455
-0.267;0.028079
-0.2818;0.00043985
-0.3107;0.0331302
-0.339;0.0363447
-0.3527;0.00937605
-0.3913;0.0651617
-0.4154;0.0399844
-0.4265;0.0158627
-0.4472;0.0383913
-0.466;0.0376443
-0.4746;0.0187716
-0.4894;0.0336363
-0.4921;0.0100873
-0.5025;0.0272986
-0.4837;-0.0336796
-0.4509;-0.0663741
-0.4342;-0.036462
-0.3802;-0.118972
-0.3621;-0.0497059
-0.3279;-0.0868719
-0.2949;-0.0892745
-0.2636;-0.0904377
-0.2488;-0.0595333
-0.2211;-0.0893777
-0.2081;-0.0618237
-0.1957;-0.0623858
-0.1617;-0.110605
-0.1417;-0.0855341
-0.125;-0.0813766
-0.118;-0.0629676
-0.1061;-0.0744996
-0.0936;-0.0775278
-0.0888;-0.0628034
-0.0876;-0.0557396
-0.0873;-0.0539409
-0.0896;-0.0483511
-0.0917;-0.0483903
-0.0945;-0.046523
-0.1016;-0.0368072
-0.106;-0.0414942
-0.1163;-0.0280911
-0.1286;-0.0221818
-0.1353;-0.0323091
-0.1498;-0.0144592
-0.1576;-0.0266104
-0.1739;-0.0070785
-0.1912;-0.0023879
-0.2093;0.00203175
-0.2184;-0.014494
-0.246;0.026769
-0.2741;0.032121
-0.2922;0.0149821
-0.3008;-0.0025775
-0.3173;0.0158562
-0.3254;0.00043385
-0.3406;0.0170842
-0.3479;0.0025531
-0.3549;0.00318055
-0.3682;0.0179597
-0.3744;0.00487685
-0.386;0.0176099
-0.3963;0.016753
-0.4052;0.0154906
-0.4091;0.00628015
-0.4207;0.0236305
-0.4243;0.00838265
-0.4254;0.00376035
-0.4266;0.00435365
-0.4266;0.00216695
-0.4226;-0.00622175
-0.4419;0.0434942
-0.7184;0.599728
-0.7354;0.0836461
-0.5443;-0.360947
-0.4559;-0.168579
-0.3746;-0.166386
-0.1701;-0.443376
0.118;-0.65385
0.0677;0.0304607
0.1186;-0.179634
0.1383;-0.120258
0.1717;-0.152754
0.1854;-0.115501
0.207;-0.134645
0.2151;-0.108967
0.2256;-0.115455
0.2283;-0.100374
0.2285;-0.0955185
0.2224;-0.0821147
0.2101;-0.0679748
0.1923;-0.0544009
0.1419;0.0182881
0.1265;-0.0494651
0.0945;-0.0115124
0.0596;-0.0005072
0.0031;0.0511663
-0.0166;-0.0194704
-0.0361;-0.0169274
-0.0763;0.0305408
-0.1177;0.0392096
-0.1591;0.0454992
-0.1998;0.0503041
-0.2392;0.0537337
-0.295;0.0950512
-0.3296;0.058006
-0.3748;0.0861734
-0.3881;0.0245624
-0.4117;0.0489083
-0.4323;0.0462144
-0.4498;0.0428643
-0.4699;0.0513143
-0.4749;0.0221017
-0.4824;0.0284679
-0.4868;0.0231713
-0.4884;0.0180555
-0.4871;0.0123041
-0.4832;0.00676065
-0.4769;0.0012541
-0.4684;-0.0041867
-0.4634;0.002295
-0.4521;-0.0117739
-0.439;-0.0171194
-0.432;-0.00575345
-0.417;-0.0237949
-0.4007;-0.0286396
-0.3923;-0.0139034
-0.375;-0.0341109
-0.3569;-0.0382475
-0.3386;-0.0412232
-0.3203;-0.043808
-0.3023;-0.0457569
-0.2847;-0.0474545
-0.2762;-0.0303914
-0.2518;-0.0657255
-0.244;-0.0335735
-0.2296;-0.0488187
-0.2161;-0.0489357
-0.2098;-0.0353758
-0.198;-0.0480468
-0.1874;-0.0471431
-0.1779;-0.0462791
-0.1699;-0.0443942
-0.1604;-0.048739
-0.1558;-0.0395511
-0.154;-0.0341441
-0.1516;-0.0356283
-0.1503;-0.0335481
-0.1502;-0.031088
-0.1506;-0.0299527
-0.1533;-0.0248711
-0.1564;-0.0235279
-0.1603;-0.0212627
-0.1649;-0.0190903
-0.1702;-0.0168102
-0.1761;-0.0146371
-0.1857;-0.0057043
-0.1925;-0.010188
-0.1993;-0.0090684
-0.2027;-0.015257
-0.2095;-0.0073323
-0.2164;-0.0059891
-0.2231;-0.00527255
-0.2264;-0.0114643
-0.2328;-0.00418795
-0.2359;-0.010205
-0.2418;-0.0035991
-0.2474;-0.0032354
-0.25;-0.0087204
-0.2549;-0.00325795
-0.2572;-0.00798435
-0.2632;0.00044725
-0.2649;-0.0077653
-0.2679;-0.00458135
-0.2691;-0.0078668
-0.2712;-0.0056162
-0.2726;-0.0066699
-0.2735;-0.00739815
-0.2737;-0.0086313
-0.2737;-0.00889445
-0.2726;-0.0111231
-0.2712;-0.0117975
-0.2703;-0.0107974
-0.2682;-0.0133783
-0.2656;-0.0146355
-0.2642;-0.0123134
-0.2627;-0.012607
-0.2575;-0.0206583
-0.2556;-0.0142155
-0.2516;-0.0188897
-0.2495;-0.0152799
-0.2453;-0.0199873
-0.2408;-0.0211419
-0.2385;-0.0169676
-0.234;-0.0219256
-0.2316;-0.0179698
-0.227;-0.0229463
-0.2246;-0.018794
-0.22;-0.023774
-0.2177;-0.0194102
-0.2133;-0.0241635
-0.2088;-0.0249341
-0.2067;-0.0203458
-0.2025;-0.0250745
-0.2005;-0.0208743
-0.1967;-0.0249459
-0.1948;-0.0213335
-0.1914;-0.0247478
-0.1897;-0.021508
-0.1881;-0.0214539
-0.1866;-0.0213856
-0.1837;-0.0245288
-0.1823;-0.0216476
-0.1798;-0.0241327
-0.1787;-0.0214084
-0.1766;-0.0236351
-0.1748;-0.0232177
-0.174;-0.0212507
-0.1726;-0.0225744
-0.172;-0.0209784
-0.1711;-0.0216278
-0.1707;-0.0206025
-0.1701;-0.0210074
-0.1699;-0.0201525
-0.1697;-0.0200976
-0.1697;-0.0196128
-0.1698;-0.0193129
-0.1701;-0.0187828
-0.1706;-0.0182225
-0.1712;-0.0178469
-0.1716;-0.0181011
-0.1747;-0.0121488
-0.18;-0.0068638
-0.2098;0.0467111
-0.2769;0.131515
-0.3834;0.226481
-0.4503;0.157541
-0.6086;0.364391
-0.7441;0.339488
-0.4548;-0.55328
-0.1046;-0.727558
-0.0192;-0.210758
0.0044;-0.0907001
0.0482;-0.137694
0.0897;-0.139364
0.1094;-0.0987738
0.1463;-0.138782
0.1801;-0.137742
0.2236;-0.163779
0.2468;-0.126782
0.2645;-0.118569
0.2714;-0.0981401
0.2816;-0.106411
0.2872;-0.0981945
0.2883;-0.0895037
0.287;-0.0846522
0.2847;-0.0824495
0.277;-0.070633
0.2651;-0.0605806
0.2577;-0.0685994
0.2402;-0.0458945
0.2302;-0.0595096
0.208;-0.0318836
0.1957;-0.0499365
0.1694;-0.0180762
0.1405;-0.00861145
0.1097;-0.0002463
0.0938;-0.0277082
0.0613;0.0103362
0.0276;0.0177774
0.0104;-0.0126478
-0.0238;0.0264941
-0.0583;0.0322982
-0.0925;0.0368745
-0.1434;0.0779812
-0.1604;0.0128114
-0.1917;0.0462022
-0.2208;0.0462776
-0.2347;0.01808
-0.2477;0.0183538
-0.2726;0.0460251
-0.2957;0.046038
-0.3626;0.143854
-0.3786;0.0446436
-0.3793;0.0143382
-0.3721;-0.00235575
-0.3785;0.0259935
-0.3029;-0.149195
-0.2714;-0.0655843
-0.2387;-0.07277
-0.1733;-0.147893
-0.1407;-0.087113
-0.0479;-0.221409
0.0107;-0.161804
0.0639;-0.159016
0.0884;-0.105336
0.1334;-0.153152
0.1739;-0.150314
0.2245;-0.178216
0.2508;-0.133687
0.2615;-0.104223
0.2784;-0.119297
0.2898;-0.110152
0.2935;-0.0954534
0.2958;-0.0931463
0.2966;-0.0904146
0.2952;-0.0859522
0.2887;-0.0749216
0.2837;-0.0773134
0.2704;-0.0588536
0.2529;-0.0479551
0.2427;-0.0611464
0.2198;-0.0324213
0.2071;-0.0510199
0.1797;-0.0175997
0.1649;-0.0406622
0.1339;-0.00367915
0.1176;-0.0306929
0.0905;-0.0050732
0.0851;-0.0477057
0.0897;-0.0684406
0.1001;-0.0816506
0.1251;-0.114663
0.1367;-0.0896715
0.1472;-0.0891201
0.1658;-0.108193
0.181;-0.103764
0.1924;-0.0979697
0.1997;-0.0909646
0.2019;-0.0811955
0.2034;-0.0801222
0.2012;-0.0724928
0.1987;-0.0716172
0.1954;-0.0696199
0.1863;-0.056748
0.1805;-0.0625683
0.1667;-0.0445816
0.1587;-0.055061
0.1204;0.0112238
0.1093;-0.0415658
0.075;0.00994165
0.063;-0.0328898
0.0387;-0.0046642
0.0262;-0.0264023
0.0009;0.00299225
-0.012;-0.0198667
-0.038;0.0102523
-0.0511;-0.0135572
-0.077;0.0159663
-0.103;0.0201178
-0.1286;0.0232221
-0.1525;0.0234834
-0.1836;0.0426402
-0.1468;-0.0986064
-0.0893;-0.148587
-0.0043;-0.216335
0.0483;-0.159449
0.0725;-0.106315
0.1169;-0.153433
0.1376;-0.109207
0.1749;-0.14809
0.1918;-0.109921
0.2215;-0.140086
0.2344;-0.108539
0.2561;-0.129522
0.265;-0.105389
0.4543;-0.494811
1.1908;-1.70028
1.3893;-0.654751
1.393;-0.266403
0.8966;0.807809
0.7605;0.107244
0.2876;0.851635
0.2219;0.0469789
0.1317;0.109443
0.1904;-0.197257
0.8608;-1.52165
1.3567;-1.24771
1.7969;-1.20324
2.1254;-1.03018
2.214;-0.564774
2.2909;-0.554055
2.3092;-0.440754
2.3045;-0.395201
2.2788;-0.350486
2.1676;-0.16389
2.2501;-0.56479
2.2886;-0.483709
2.3085;-0.450648
2.3372;-0.473722
2.3313;-0.404802
2.2846;-0.31734
2.2043;-0.239197
2.0842;-0.142624
1.9856;-0.171827
1.8757;-0.13368
1.8168;-0.227753
1.692;-0.078079
1.5564;-0.0369173
1.4129;-0.0002987
1.3397;-0.130589
1.2265;-0.0342218
1.1889;-0.180376
1.1383;-0.147355
1.0895;-0.14418
1.0625;-0.184261
1.0036;-0.112128
0.9714;-0.161184
0.903;-0.0789754
0.8665;-0.137734
0.7901;-0.0468687
0.6654;0.0681036
0.5769;0.00869015
0.5324;-0.072901
0.4877;-0.0660399
0.3956;0.0423773
0.3005;0.0624921
-0.0323;0.587828
-0.1251;0.121811
-0.1682;0.0289599
-0.2511;0.12112
-0.3031;0.067272
-0.2999;-0.0434581
-0.2589;-0.125079
-0.2127;-0.142302
-0.1903;-0.0979671
-0.1477;-0.144683
-0.1074;-0.146075
-0.0884;-0.10628
-0.0533;-0.143719
-0.0212;-0.142523
0.0311;-0.190784
0.0413;-0.108134
0.0573;-0.122163
0.0688;-0.114922
0.0777;-0.111096
0.0784;-0.0948404
0.0766;-0.0896087
0.0708;-0.0807741
0.0611;-0.0715497
0.0477;-0.0621635
0.0398;-0.0719984
0.0268;-0.0598618
0.0228;-0.0772732
0.021;-0.0814137
0.0188;-0.0802931
0.0133;-0.0728748
0.0047;-0.0653871
-0.0141;-0.0421601
-0.0301;-0.045345
-0.0484;-0.0379758
-0.1031;0.0430807
-0.1282;-0.0122902
-0.1407;-0.0355448
-0.1664;-0.00520665
-0.1932;0.00110995
-0.2206;0.00653025
-0.2482;0.0111944
-0.2756;0.0150422
-0.3027;0.0186585
-0.316;-0.0067885
0.0405;-0.799884
0.0996;-0.213999
0.1511;-0.206599
0.1738;-0.152491
0.2146;-0.194918
0.2331;-0.15321
0.2652;-0.185357
0.2791;-0.151182
0.3021;-0.172983
0.3114;-0.147134
0.3251;-0.158151
0.3297;-0.140806
0.3342;-0.141448
0.3328;-0.129605
0.3253;-0.116442
0.3195;-0.119132
0.3037;-0.0969139
0.2938;-0.107376
0.2705;-0.077216
0.257;-0.0949195
0.2269;-0.057318
0.2102;-0.0817181
0.1742;-0.0378052
0.1548;-0.0681726
0.114;-0.0193096
0.0925;-0.0547308
0.048;-0.00207985
0.001;0.00996965
-0.0231;-0.0322038
-0.0473;-0.0283501
-0.0971;0.0303684
-0.1484;0.0411376
-0.1742;-0.0059053
-0.1998;-0.0023654
-0.2513;0.0572853
-0.2772;0.0101089
-0.3027;0.0132852
-0.3534;0.0714669
-0.3786;0.0244362
-0.4032;0.0271278
-0.4517;0.0824287
-0.522;0.136835
-0.5659;0.0909026
-0.5862;0.0470407
-0.6056;0.0484535
-0.6425;0.0893097
-0.6599;0.0532497
-0.6763;0.0540479
-0.7069;0.0873913
-0.721;0.0568668
-0.7341;0.0571989
-0.7579;0.0825478
-0.7685;0.058122
-0.778;0.0577361
-0.7945;0.0746083
-0.8074;0.069747
-0.8124;0.0551032
-0.8164;0.0541114
-0.8233;0.0613581
-0.8227;0.0466794
-0.8187;0.0396888
-0.8154;0.0410015
-0.8063;0.0284396
-0.8005;0.0345699
-0.7865;0.0164631
-0.7785;0.0276524
-0.7705;0.0268376
-0.7503;-0.00021725
-0.7359;0.0095907
-0.7223;0.00951185
-0.6939;-0.0240012
-0.6788;0.0006732
-0.6476;-0.035883
-0.5808;-0.116813
-0.5634;-0.0203409
-0.5302;-0.0566558
-0.4973;-0.0607421
-0.4649;-0.0643697
-0.4334;-0.067078
-0.403;-0.0692365
-0.3741;-0.0703844
-0.3602;-0.0422893
-0.3467;-0.043341
-0.3207;-0.0720806
-0.2957;-0.0736828
-0.2839;-0.0489108
-0.2617;-0.07291
-0.2513;-0.0507443
-0.232;-0.0713233
-0.2145;-0.0702411
-0.2066;-0.0521228
-0.1923;-0.0669716
-0.1859;-0.0520387
-0.1747;-0.0632313
-0.1699;-0.0510664
-0.1619;-0.0585854
-0.1586;-0.0496011
-0.1536;-0.0536743
-0.1518;-0.0474684
-0.1495;-0.0487387
-0.1502;-0.0425586
-0.1512;-0.041733
-0.1527;-0.0404316
-0.1568;-0.0345382
-0.1594;-0.0370685
-0.1624;-0.0357373
-0.1694;-0.0266026
-0.1777;-0.0226688
-0.1872;-0.0187502
-0.1975;-0.0155064
-0.2085;-0.0123522
-0.2142;-0.0219901
-0.2201;-0.020595
-0.2322;-0.00626395
-0.2385;-0.0167997
-0.2448;-0.0157323
-0.2577;-0.00046845
-0.2643;-0.0119463
-0.2773;0.00294235
-0.2838;-0.00894075
-0.2909;-0.0065303
-0.3018;0.0028556
-0.3598;0.105936
-0.3906;0.0563508
-0.3808;-0.0261288
-0.4271;0.0932297
-0.5232;0.207506
-0.6167;0.21664
-0.6612;0.125645
-0.7038;0.128587
-0.7849;0.218145
-0.8234;0.139131
-0.894;0.214368
-0.9265;0.143507
-0.9568;0.14413
-1.0121;0.202931
-1.0371;0.1466
-1.08;0.189375
-1.1147;0.178737
-1.1287;0.140001
-1.1499;0.158156
-1.1573;0.132245
-1.1662;0.137163
-1.1938;0.1793
-1.2217;0.184696
-1.3277;0.35746
-1.4277;0.361173
-1.4726;0.258445
-1.5504;0.33669
-1.5841;0.254337
-1.6139;0.251814
-1.6635;0.299686
-1.6833;0.243897
-1.6995;0.239977
-1.7283;0.270361
-1.7344;0.226743
-1.7178;0.179712
-1.6876;0.148826
-1.6679;0.167705
-1.6455;0.159768
-1.5922;0.090769
-1.5614;0.13193
-1.4933;0.0478613
-1.4557;0.103949
-1.3326;-0.0848495
-1.2879;0.0658894
-1.2426;0.0585157
-1.1591;-0.0298297
-1.1393;0.0951699
-1.1554;0.169963
-1.2313;0.301563
-1.2747;0.243711
-1.3148;0.243783
-1.3864;0.318216
-1.4179;0.24345
-1.4701;0.293415
-1.5133;0.282652
-1.5295;0.231847
-1.5511;0.246662
-1.5568;0.216496
-1.5591;0.21082
-1.5542;0.196462
-1.547;0.191556
-1.5237;0.156623
-1.5075;0.169146
-1.489;0.162516
-1.5274;0.28284
-1.5427;0.239706
-1.6542;0.449658
-1.7756;0.488556
-1.8298;0.363201
-1.8787;0.360875
-1.9634;0.446162
-1.9992;0.354731
-2.0298;0.349936
-2.0776;0.392545
-2.0946;0.334542
-2.1068;0.327826
-2.1145;0.321038
-2.1166;0.311211
-2.111;0.296027
-2.1011;0.286992
-2.0687;0.238167
-2.0462;0.255615
-1.9898;0.18035
-1.9559;0.221243
-1.9206;0.214108
-1.9135;0.2704
-1.9018;0.260396
-1.9209;0.325821
-1.9866;0.429869
-2.0815;0.503545
-2.0936;0.340807
-2.1006;0.332707
-2.0966;0.311155
-2.088;0.301709
-2.0577;0.254793
-2.036;0.269756
-2.0104;0.259122
-1.947;0.174985
-1.9094;0.2219
-1.8243;0.115047
-1.7765;0.183365
-1.6727;0.0566315
-1.6164;0.143995
-1.4974;0.00149335
-1.4342;0.10433
-1.3033;-0.0500529
-1.2349;0.0653046
-1.1656;0.0536923
-1.032;-0.0944316
-0.9851;0.0724259
-0.8957;-0.0255362
-0.8593;0.0754334
-0.7844;-0.0124094
-0.7453;0.0536983
-0.7055;0.046681
-0.6646;0.0386783
-0.5361;-0.155529
-0.4913;0.005397
-0.4471;0.00019055
-0.3571;-0.104731
-0.2649;-0.122828
-0.2189;-0.037219
-0.1284;-0.13973
-0.0834;-0.0554381
0.0044;-0.15421
0.0477;-0.0717291
0.09;-0.0761191
0.1733;-0.170701
0.2143;-0.0923579
0.2525;-0.0926142
0.2937;-0.104941
0.2974;-0.0306447
0.3007;-0.0304901
0.3015;-0.0257608
0.302;-0.0253868
0.3017;-0.0238927
0.3011;-0.0233532
0.299;-0.0201877
0.2958;-0.0176556
0.2916;-0.0151714
0.2892;-0.018556
0.2839;-0.012103
0.281;-0.0166085
0.2779;-0.0158824
0.2681;-0.0011465
0.2609;-0.00539695
0.2573;-0.0121856
0.2537;-0.0117724
0.2447;0.0002552
0.2532;-0.0361464
0.2207;0.0506183
0.1779;0.0775493
0.1575;0.0357306
0.1187;0.0782912
0.1;0.0408462
0.065;0.0786637
0.0485;0.0441145
0.0328;0.0448531
0.0032;0.0770915
-0.0107;0.0477818
-0.0236;0.0477286
-0.0473;0.0729073
-0.0581;0.0487563
-0.068;0.0484753
-0.0853;0.065913
-0.0929;0.0476994
-0.0994;0.0465241
-0.1143;0.0656163
-0.1201;0.0483463
-0.1217;0.0402472
-0.1224;0.0386134
-0.1214;0.0351241
-0.1171;0.0279376
-0.1139;0.0297146
-0.1052;0.0174622
-0.0998;0.0233021
-0.087;0.00662555
-0.0797;0.0165704
-0.0634;-0.0038429
-0.0544;0.0094343
-0.045;0.0072468
-0.0246;-0.0178009
-0.0136;-0.0006441
-0.0024;-0.0027229
0.0213;-0.0312885
0.0336;-0.0103503
0.0462;-0.0128634
0.0722;-0.0435995
0.0855;-0.0202373
0.1117;-0.0500231
0.1249;-0.0260656
0.1477;-0.0487594
0.1587;-0.0268888
0.1694;-0.0279785
0.1909;-0.0528989
0.2016;-0.0330047
0.2121;-0.0342858
0.2329;-0.0581222
0.2432;-0.0387888
0.2531;-0.0396004
0.2726;-0.0618617
0.282;-0.0432127
0.2998;-0.0628326
0.3083;-0.0456617
0.3164;-0.0462349
0.3317;-0.0630958
0.3389;-0.0481452
0.352;-0.0620862
0.358;-0.0489652
0.3686;-0.0599395
0.3733;-0.0490312
0.3813;-0.0570218
0.3846;-0.0483091
0.3899;-0.0532991
0.392;-0.0474101
0.3935;-0.0466318
0.3954;-0.0479145
0.3957;-0.0449574
0.3956;-0.0443402
0.3929;-0.0389316
0.3912;-0.0408722
0.3867;-0.0347906
0.3808;-0.031296
0.3773;-0.0357596
0.3606;-0.00703495
0.3755;-0.0726577
