CTR;Steer
0.2662;-0.0601506
0.2594;-0.0670603
0.243;-0.0455218
0.2335;-0.0580135
0.2232;-0.0549801
0.2;-0.0258001
0.1737;-0.015742
0.1595;-0.0378917
0.145;-0.0351892
0.114;0.00240375
0.0977;-0.0246001
0.0812;-0.0217657
0.0469;0.0189559
0.0292;-0.0116037
-0.0064;0.0295395
-0.0243;-0.0031634
-0.0422;-0.0004573
-0.0782;0.0411818
-0.0962;0.0079299
-0.114;0.0102569
-0.1492;0.0504115
-0.1666;0.0175048
-0.2001;0.0548299
-0.2322;0.056961
-0.2476;0.0259948
-0.2764;0.057253
-0.29;0.029038
-0.3029;0.0297244
-0.3271;0.056118
-0.3384;0.0321822
-0.3586;0.0531915
-0.3731;0.044153
-0.234;-0.283795
-0.2021;-0.0740789
-0.1437;-0.135767
-0.1157;-0.0791092
-0.0623;-0.137888
-0.0364;-0.0867549
0.0123;-0.139666
0.0354;-0.0919487
0.0784;-0.138238
0.0985;-0.0955022
0.1174;-0.0959959
0.1524;-0.133522
0.1685;-0.0982213
0.1968;-0.126965
0.24;-0.163365
0.2479;-0.0940737
0.2588;-0.101838
0.2645;-0.0924253
0.2653;-0.082878
0.2638;-0.0781849
0.2613;-0.0759405
0.2531;-0.0634371
0.2473;-0.0674907
0.2407;-0.0650211
0.219;-0.0316756
0.2167;-0.0702389
0.222;-0.0863449
0.2336;-0.100802
0.2415;-0.0947075
0.2438;-0.0839744
0.2452;-0.082507
0.2448;-0.0789694
0.2432;-0.076451
0.2371;-0.0666545
0.2274;-0.0581132
0.2211;-0.0640788
0.2141;-0.0617358
0.1977;-0.0405747
0.1883;-0.0532588
0.1562;-0.00312195
0.1442;-0.041594
0.1194;-0.0123337
0.1062;-0.0336068
0.0508;0.0590778
0.0362;-0.0203503
0.008;0.0110757
-0.0787;0.14112
-0.1053;0.0249627
-0.1248;0.0137501
-0.1448;0.0178225
-0.0978;-0.123179
-0.0644;-0.100956
-0.0149;-0.140574
0.0089;-0.0927484
0.0536;-0.14128
0.0747;-0.0972826
0.0947;-0.0981299
0.1138;-0.0992518
0.1497;-0.138312
0.1663;-0.102285
0.1816;-0.102071
0.2094;-0.131345
0.2332;-0.127032
0.2433;-0.101269
0.2659;-0.129792
0.271;-0.095692
0.2771;-0.0987456
0.2783;-0.0892647
0.2783;-0.0870039
0.275;-0.0800464
0.2716;-0.0794722
0.2552;-0.0511398
0.2476;-0.0677236
0.2392;-0.0649832
0.2196;-0.039753
0.2084;-0.0549772
0.1965;-0.0518904
0.1704;-0.0196606
0.1413;-0.0093663
0.1258;-0.0343042
0.11;-0.0313892
0.0767;0.00856745
0.0043;0.0976253
-0.0146;-0.0065324
-0.0329;-0.00497095
-0.07;0.0382291
-0.1073;0.0442777
-0.1258;0.0095156
-0.1618;0.0499965
-0.1794;0.0159262
-0.2133;0.0537179
-0.2297;0.0212927
-0.2455;0.0225855
-0.2761;0.0569135
-0.2908;0.0274639
-0.3181;0.056918
-0.3309;0.0300034
-0.3543;0.0548906
-0.365;0.0312781
-0.3744;0.0302753
-0.3831;0.0303718
-0.3968;0.0426252
-0.3684;-0.0456506
-0.3432;-0.042859
-0.2859;-0.115511
-0.2571;-0.0627025
-0.2287;-0.0660481
-0.2005;-0.0697779
-0.1447;-0.133276
-0.1172;-0.0807419
-0.0647;-0.138585
-0.0393;-0.0881749
0.0085;-0.140149
0.0311;-0.0931547
0.0731;-0.138291
0.1114;-0.136692
0.1289;-0.0977814
0.1861;-0.185854
0.2075;-0.117568
0.2158;-0.0927211
0.2285;-0.10354
0.2372;-0.096964
0.2551;-0.118177
0.3132;-0.207448
0.398;-0.273767
0.4387;-0.191891
0.512;-0.268342
0.5762;-0.260061
0.6297;-0.247
0.6522;-0.188702
0.6888;-0.222736
0.7033;-0.181063
0.715;-0.177575
0.7312;-0.189371
0.7377;-0.171315
0.7372;-0.157608
0.7344;-0.152955
0.7219;-0.132041
0.7004;-0.111166
0.6865;-0.124625
0.6335;-0.0387915
0.6121;-0.0990875
0.5894;-0.0933772
0.5115;0.028452
0.4824;-0.0650242
0.4527;-0.0595955
0.4218;-0.0527714
0.3567;0.0252152
0.3225;-0.031616
0.2879;-0.02577
0.2251;0.0399375
0.2182;-0.0709366
0.2058;-0.0581795
0.2365;-0.149103
0.2527;-0.122659
0.2807;-0.150599
0.3209;-0.18119
0.3323;-0.125466
0.3354;-0.109499
0.3371;-0.107122
0.3301;-0.0888374
0.325;-0.0920349
0.3111;-0.0725054
0.3024;-0.0817516
0.2815;-0.0543574
0.2695;-0.0704921
0.2426;-0.0367784
0.2118;-0.0244643
0.1889;-0.0369238
0.1981;-0.102603
0.2326;-0.158494
0.2674;-0.164448
0.2966;-0.157776
0.3194;-0.148556
0.3357;-0.138169
0.3454;-0.126596
0.3479;-0.112745
0.3489;-0.11007
0.3465;-0.103083
0.3433;-0.101175
0.3326;-0.084736
0.3253;-0.0906036
0.3069;-0.0657971
0.2959;-0.079095
0.2565;-0.0165133
0.2413;-0.0627539
0.2088;-0.0233833
0.1731;-0.0117149
0.1347;-0.00062225
0.1148;-0.0346946
0.0945;-0.0308969
0.0523;0.019207
0.0305;-0.0183383
-0.0134;0.0324534
-0.0357;-0.00738375
-0.1237;0.137278
-0.1455;0.00822085
-0.169;0.0152304
-0.1453;-0.082652
-0.0458;-0.249154
0.0144;-0.179591
0.1294;-0.306506
0.1846;-0.195278
0.2874;-0.306042
0.3358;-0.20467
0.4241;-0.297927
0.4648;-0.209064
0.5374;-0.284023
0.5698;-0.208768
0.5993;-0.207693
0.6508;-0.259743
0.6922;-0.246099
0.7087;-0.199128
0.7223;-0.19573
0.7417;-0.21061
0.7475;-0.184654
0.7506;-0.180094
0.7492;-0.171259
0.7447;-0.164756
0.7285;-0.139291
0.7168;-0.146894
0.7029;-0.140761
0.6873;-0.135364
0.6725;-0.13508
0.675;-0.170393
0.6913;-0.200784
0.6962;-0.179067
0.6986;-0.174776
0.6322;-0.0275321
0.5922;-0.0746282
0.5697;-0.106538
0.5202;-0.0453731
0.3676;0.183533
0.3327;-0.0467983
0.2653;0.0281791
0.2342;-0.039873
0.2371;-0.108427
0.4408;-0.540802
0.4974;-0.255341
0.5417;-0.237657
0.5595;-0.187606
0.5876;-0.212715
0.6069;-0.198314
0.6132;-0.173565
0.6187;-0.173099
0.6182;-0.161334
0.6106;-0.146299
0.6036;-0.146751
0.5946;-0.141698
0.5706;-0.108383
0.5556;-0.124411
0.5204;-0.0789913
0.5001;-0.105996
0.4784;-0.100181
0.4301;-0.0399506
0.4036;-0.0797774
0.287;0.117769
0.188;0.0973251
0.1541;-0.0278669
0.1207;-0.0239173
0.0168;0.132659
-0.0187;0.00119365
-0.0816;0.0654695
-0.1004;-0.0198603
-0.0885;-0.0830011
-0.0623;-0.1155
-0.0061;-0.183927
0.047;-0.185715
0.0717;-0.132656
0.1163;-0.179204
0.1366;-0.133718
0.1878;-0.203292
0.2144;-0.158189
0.2251;-0.128106
0.234;-0.125958
0.255;-0.153436
0.2564;-0.114574
0.2547;-0.108246
0.2515;-0.104892
0.1749;0.0533104
0.1591;-0.0659991
0.1269;-0.0284326
0.0919;-0.0176285
0.0541;-0.0063856
0.0344;-0.0396478
0.0562;-0.125946
0.0048;0.0281617
0.0038;-0.0724902
0.0164;-0.101588
0.0227;-0.0899447
0.0247;-0.0816571
0.0261;-0.0806801
0.0244;-0.0742373
0.0159;-0.0593703
0.0115;-0.066916
0.0064;-0.0647542
0.0006;-0.0624845
-0.0059;-0.0601066
-0.021;-0.0406311
-0.0388;-0.0325417
-0.0485;-0.0472624
-0.0695;-0.0214777
-0.0807;-0.0393573
-0.1158;0.0137656
-0.027;-0.247341
0.002;-0.132092
0.0291;-0.132371
0.055;-0.133884
0.1033;-0.185981
0.2016;-0.300826
0.2168;-0.137015
0.2387;-0.153819
0.2527;-0.140246
0.2597;-0.127425
0.2596;-0.11334
0.2469;-0.0863586
0.2076;-0.0273674
0.1941;-0.0770395
0.1644;-0.0402667
0.1479;-0.0642656
0.1123;-0.0207818
0.0728;-0.0070932
0.0518;-0.0409691
0.0085;0.0101217
-0.0142;-0.0276662
-0.0603;0.0260789
-0.1081;0.036703
-0.1323;-0.0068009
-0.1804;0.0483043
-0.2289;0.0564938
-0.3456;0.210572
-0.3891;0.0708911
-0.423;0.0569876
-0.4276;-0.0007086
-0.4135;-0.0400168
-0.3799;-0.0838669
-0.3627;-0.0534655
-0.3287;-0.0920012
-0.295;-0.0963087
-0.2624;-0.0988675
-0.2468;-0.0670841
-0.2171;-0.0996305
-0.2029;-0.0706591
-0.1643;-0.125167
-0.1527;-0.0728306
-0.1235;-0.112349
-0.1154;-0.0713061
-0.1022;-0.083435
-0.0885;-0.0864458
-0.0834;-0.0699691
-0.0821;-0.062523
-0.0849;-0.0538606
-0.0909;-0.0465151
-0.0949;-0.0498677
-0.0995;-0.0479279
-0.1107;-0.0329926
-0.1328;-0.0078112
-0.1166;-0.0867829
-0.002;-0.300772
0.0462;-0.175225
0.059;-0.106374
0.08;-0.125964
0.1022;-0.131746
0.1072;-0.0981492
0.1131;-0.100891
0.1142;-0.0915128
0.1128;-0.0863592
0.1021;-0.0662053
0.0963;-0.0751834
0.0818;-0.0556493
0.0634;-0.045121
0.0528;-0.0591574
0.0294;-0.0300621
0.0166;-0.0493504
0.0031;-0.045927
-0.026;-0.010349
-0.0745;0.0357633
-0.0917;-0.0242109
-0.1261;0.0154122
-0.1614;0.0225879
-0.1971;0.0288414
-0.2325;0.0336677
-0.25;0.00061765
-0.2843;0.0395048
-0.3011;0.00717535
-0.3495;0.0778101
-0.3649;0.0143026
-0.3936;0.0454044
-0.4072;0.017448
-0.4325;0.0448592
-0.4559;0.0447972
-0.4667;0.0214505
-0.4835;0.0362123
-0.4912;0.0194129
-0.4902;0.00210795
-0.4614;-0.0575813
-0.3616;-0.214371
-0.3434;-0.0537288
-0.2973;-0.116295
-0.2706;-0.0813649
-0.2583;-0.0542807
-0.1775;-0.203312
-0.1671;-0.0639884
-0.1639;-0.0499865
-0.1615;-0.0486657
-0.1586;-0.0500214
-0.1582;-0.0450023
-0.1589;-0.0426179
-0.1621;-0.0370568
-0.1675;-0.0317631
-0.171;-0.0349526
-0.1749;-0.0334801
-0.1841;-0.0214081
-0.1893;-0.0285334
-0.2068;-0.00120505
-0.2133;-0.0221234
-0.2199;-0.0208234
-0.2339;-0.0038065
-0.2413;-0.0157758
-0.2487;-0.0145415
-0.264;0.0036855
-0.2719;-0.00979355
-0.2876;0.00830525
-0.3034;0.011027
-0.3113;-0.0034324
-0.3265;0.0136109
-0.356;0.0468139
-0.3698;0.0176688
-0.3761;0.0038018
-0.3877;0.0163357
-0.408;0.0369847
-0.4163;0.0144378
-0.4198;0.0055727
-0.4229;0.00544915
-0.4282;0.0108583
-0.4304;0.00520345
-0.4336;0.00790025
-0.4355;0.005803
-0.4357;0.00265085
-0.434;-0.00118715
-0.4327;-0.0003658
-0.427;-0.0098073
-0.4246;-0.003355
-0.413;-0.0232885
-0.6;0.402262
-0.5903;0.00770165
-0.5002;-0.166363
-0.3369;-0.33709
-0.2646;-0.165802
-0.1438;-0.280851
0.0956;-0.554008
0.1521;-0.196759
0.1764;-0.136093
0.2188;-0.178762
0.2538;-0.169339
0.2809;-0.157744
0.2914;-0.126265
0.3;-0.123905
0.3118;-0.132231
0.3166;-0.119109
0.3163;-0.109022
0.3143;-0.10548
0.3107;-0.101895
0.2987;-0.0834443
0.2904;-0.0897445
0.2697;-0.0619743
0.2572;-0.0766279
0.1962;0.029424
0.1781;-0.0537501
0.141;-0.0102556
0.101;0.0014939
0.0802;-0.0338262
0.0374;0.0165751
0.0152;-0.0213025
-0.007;-0.017969
-0.0528;0.0361274
-0.0998;0.0456273
-0.1234;0.002429
-0.1467;0.00539735
-0.1701;0.0091924
-0.2403;0.113443
-0.3781;0.269502
-0.4203;0.0848418
-0.4543;0.0737689
-0.4689;0.0373934
-0.5063;0.0888565
-0.5168;0.0368899
-0.526;0.0359329
-0.5343;0.0356451
-0.5482;0.0492042
-0.5538;0.0337211
-0.5585;0.0329053
-0.5651;0.0379779
-0.5671;0.0293614
-0.5682;0.0280105
-0.568;0.0256645
-0.5645;0.0188218
-0.5579;0.0119107
-0.5535;0.0159275
-0.5427;0.0017788
-0.5363;0.00988695
-0.522;-0.00779705
-0.5139;0.0036449
-0.4966;-0.0171018
-0.4562;-0.0691337
-0.4221;-0.0614376
-0.4105;-0.0179724
-0.3878;-0.0433835
-0.3764;-0.0223053
-0.365;-0.0238328
-0.342;-0.0503118
-0.3188;-0.0540324
-0.296;-0.0565044
-0.285;-0.0344119
-0.2636;-0.0582901
-0.223;-0.102669
-0.2134;-0.0420019
-0.1964;-0.0592537
-0.1885;-0.0421444
-0.1675;-0.0714107
-0.1403;-0.0878205
-0.1362;-0.0421674
-0.1327;-0.0414261
-0.127;-0.0466176
-0.1247;-0.0401002
-0.1215;-0.0423195
-0.1199;-0.0392995
-0.1197;-0.0364697
-0.1203;-0.0347195
-0.1212;-0.0339239
-0.124;-0.0296419
-0.1281;-0.0263629
-0.1305;-0.0293376
-0.1363;-0.0215995
-0.1395;-0.0262497
-0.1466;-0.0173114
-0.1546;-0.0142341
-0.1588;-0.0211247
-0.1677;-0.0103059
-0.1723;-0.0181297
-0.177;-0.0171362
-0.1867;-0.0055879
-0.1917;-0.014142
-0.1967;-0.0132937
-0.2069;-0.00126025
-0.212;-0.0105892
-0.2221;0.0010368
-0.2272;-0.0080846
-0.2369;0.00268885
-0.2464;0.00383705
-0.2509;-0.0053625
-0.2596;0.0044723
-0.2678;0.0048362
-0.2716;-0.003258
-0.2786;0.0043313
-0.285;0.0042338
-0.2879;-0.00218725
-0.2971;0.0119413
-0.2989;-0.00243925
-0.3014;-0.00051355
-0.3031;-0.001707
-0.3035;-0.00409525
-0.3037;-0.0043134
-0.3035;-0.00499165
-0.3025;-0.0065904
-0.3006;-0.0085251
-0.2979;-0.0103811
-0.2962;-0.00848805
-0.2945;-0.0085958
-0.2925;-0.00934955
-0.2881;-0.0146655
-0.283;-0.016689
-0.2774;-0.0183903
-0.2745;-0.013288
-0.2715;-0.0138023
-0.2651;-0.0214297
-0.2617;-0.0158089
-0.2549;-0.0235014
-0.2478;-0.0250425
-0.2406;-0.0262022
-0.237;-0.0194237
-0.2299;-0.0273738
-0.2228;-0.0283274
-0.2158;-0.0290695
-0.2058;-0.0364666
-0.1909;-0.0484061
-0.1859;-0.0292632
-0.1817;-0.0282023
-0.1783;-0.0270232
-0.1769;-0.0231447
-0.1743;-0.0258476
-0.1723;-0.0248614
-0.1702;-0.0252913
-0.1698;-0.0218664
-0.1695;-0.0216267
-0.1692;-0.0215871
-0.1692;-0.0209025
-0.1693;-0.0206028
-0.1718;-0.0153419
-0.1725;-0.0187507
-0.174;-0.0168387
-0.1748;-0.0180313
-0.1757;-0.0176084
-0.1778;-0.0148045
-0.1806;-0.0128942
-0.1867;-0.0052859
-0.2186;0.0512084
-0.4653;0.518046
-0.5426;0.191112
-0.6273;0.218931
-0.6982;0.202315
-0.2304;-0.94514
-0.1238;-0.238668
-0.037;-0.212069
-0.0233;-0.0679126
-0.0004;-0.0897474
0.0096;-0.0654522
0.0481;-0.128251
0.0581;-0.0727803
0.0617;-0.0605512
0.0644;-0.0591884
0.0678;-0.0611323
0.0684;-0.0556565
0.064;-0.0450285
0.0434;-0.0095602
0.031;-0.0241157
0.017;-0.0188242
0.0018;-0.0141451
-0.0232;0.0092165
-0.0411;-0.00227795
-0.1035;0.0961338
-0.1208;0.0085892
-0.1415;0.018565
-0.1526;0.00110625
-0.1664;0.00865945
-0.1777;0.0054433
-0.1813;-0.00932605
-0.1905;0.0033492
0.062;-0.557957
0.1285;-0.195996
0.2285;-0.27811
0.2608;-0.147686
0.2952;-0.157193
0.2913;-0.0801539
0.2862;-0.077132
0.2795;-0.0730668
0.2617;-0.0483276
0.2243;-0.0036298
0.1932;-0.0116614
0.1764;-0.0378296
0.1406;0.0054701
0.1215;-0.0251256
0.0614;0.0658587
0.0189;0.0370242
-0.0236;0.043411
-0.0446;0.0035833
-0.0862;0.0510664
-0.1277;0.0571553
-0.1481;0.0180893
-0.1876;0.0623081
-0.2258;0.065551
-0.2438;0.0279729
-0.2565;0.0194062
-0.2629;0.0078976
-0.2564;-0.0187492
-0.2284;-0.065835
-0.2125;-0.0439137
-0.1813;-0.0791031
-0.1658;-0.0499452
-0.1361;-0.0827321
-0.1216;-0.0544463
-0.0939;-0.0849544
-0.0807;-0.057894
-0.0558;-0.0850011
-0.044;-0.0605491
-0.0328;-0.0610127
-0.0118;-0.0837568
-0.002;-0.0628258
0.0157;-0.0812887
0.0237;-0.0631005
0.0376;-0.0770043
0.0436;-0.0621261
0.0536;-0.0716529
0.0576;-0.0602817
0.0637;-0.0654286
0.0673;-0.0610022
0.0683;-0.0559864
0.0679;-0.0531603
0.0669;-0.0518438
0.0631;-0.0457053
0.0571;-0.0404339
0.0533;-0.0442905
0.0443;-0.0325627
0.0391;-0.0394022
0.0275;-0.024876
0.0211;-0.0343265
0.0073;-0.0174602
-0.0001;-0.0291501
-0.0077;-0.0276063
-0.0156;-0.0258135
-0.0285;-0.0138642
0.1343;-0.389751
0.2221;-0.253032
0.3079;-0.262056
0.3488;-0.178566
0.3524;-0.104682
0.3538;-0.100669
0.3517;-0.0935297
0.3482;-0.0903788
0.33;-0.0584138
0.3496;-0.137129
0.422;-0.2538
0.6234;-0.542321
0.7113;-0.328862
0.7823;-0.306103
0.8118;-0.227934
0.8379;-0.225468
0.8814;-0.267234
0.8989;-0.218308
0.9364;-0.264401
0.9322;-0.180837
0.9137;-0.149919
0.8838;-0.123076
0.865;-0.142889
0.844;-0.135761
0.7672;-0.0130243
0.7372;-0.102493
0.6359;0.0549842
0.6797;-0.242126
0.7186;-0.23852
0.7549;-0.239142
0.82;-0.306917
0.8487;-0.238847
0.8963;-0.284235
0.9729;-0.354211
0.962;-0.178057
0.936;-0.144425
0.9183;-0.15883
0.9272;-0.213828
0.9987;-0.350252
1.0702;-0.361513
1.2243;-0.55044
1.3625;-0.540051
1.4239;-0.396373
1.5295;-0.501378
1.5747;-0.388145
1.6481;-0.456379
1.6771;-0.372768
1.7188;-0.405282
1.732;-0.351128
1.7429;-0.349034
1.7343;-0.309612
1.6602;-0.168327
1.5957;-0.17865
1.5579;-0.227159
1.4723;-0.119455
1.4242;-0.187952
1.322;-0.0650828
1.2841;-0.18864
1.2484;-0.188309
1.2554;-0.275387
1.2656;-0.28395
1.2756;-0.285687
1.2754;-0.265895
1.2644;-0.243277
1.2559;-0.24763
1.2102;-0.16698
1.1882;-0.211674
1.1359;-0.143797
1.1055;-0.18359
1.0725;-0.173976
1.0369;-0.163955
0.9579;-0.0657837
0.9147;-0.131361
0.8697;-0.121446
0.7734;-0.00478765
0.7222;-0.0876687
0.62;0.0293513
0.59;-0.110844
0.5716;-0.13157
0.5838;-0.194891
0.5875;-0.17874
0.5892;-0.17529
0.5888;-0.171324
0.5822;-0.158225
0.5759;-0.158168
0.5577;-0.131917
0.5458;-0.143005
0.5323;-0.138046
0.4998;-0.095421
0.4809;-0.120026
0.3382;0.148809
0.3094;-0.0748253
0.2813;-0.0721509
0.1254;0.206771
0.0913;-0.0317593
0.0584;-0.0292535
-0.0082;0.0481406
-0.0133;-0.0740877
0.0166;-0.148581
0.0759;-0.216314
0.104;-0.158181
0.1303;-0.158591
0.1552;-0.159604
0.2006;-0.207514
0.2399;-0.201329
0.272;-0.19188
0.296;-0.179428
0.305;-0.15093
0.3173;-0.159534
0.3207;-0.142404
0.3223;-0.139206
0.3203;-0.131866
0.3167;-0.128284
0.3114;-0.124245
0.2959;-0.101668
0.2858;-0.111096
0.261;-0.0781062
0.2465;-0.0966544
0.2306;-0.0915847
0.2134;-0.0865114
0.1751;-0.038654
0.156;-0.074267
0.1247;-0.0452343
0.1121;-0.0808004
-0.0126;0.162111
-0.1649;0.240238
-0.1883;-0.0139575
-0.21;-0.0139975
-0.254;0.0373295
-0.2761;-0.00301745
-0.2981;0.0002316
-0.32;0.0034766
-0.3638;0.0540285
-0.3856;0.0134913
-0.4069;0.0158898
-0.449;0.0640293
-0.4697;0.0245691
-0.5279;0.108563
-0.5462;0.0317812
-0.5594;0.0238409
0.5857;-2.46482
0.5474;-0.0925457
-0.5207;2.12753
-0.4801;-0.0957203
-0.4577;-0.0624514
-0.4139;-0.111614
-0.3925;-0.0698282
-0.3515;-0.115002
-0.3317;-0.0754066
-0.3127;-0.0765003
-0.2762;-0.116837
-0.2587;-0.0813328
-0.1849;-0.20491
-0.1614;-0.107755
-0.1517;-0.0815338
-0.1431;-0.0805523
-0.1285;-0.094678
-0.1225;-0.0783168
-0.1134;-0.0858251
-0.1103;-0.0742349
-0.1067;-0.0757216
-0.1079;-0.0658876
-0.1131;-0.0570511
-0.1214;-0.0495454
-0.1267;-0.054687
-0.1393;-0.0381274
-0.1546;-0.0303551
-0.1631;-0.0425985
-0.1721;-0.0401625
-0.1817;-0.0374316
-0.2023;-0.0122405
-0.2134;-0.0294688
-0.2363;-0.00231565
-0.2483;-0.0221915
-0.2728;0.0066199
-0.2854;-0.0151474
-0.3106;0.0139879
-0.3234;-0.0087304
-0.3362;-0.0066423
-0.3619;0.0231937
-0.3748;-0.00028395
-0.4;0.0282961
-0.4124;0.00476225
-0.4365;0.0319955
-0.4482;0.0091746
-0.4595;0.0102994
-0.4815;0.0352401
-0.5025;0.0366414
-0.5125;0.0163976
-0.5309;0.0362231
-0.5395;0.0181828
-0.5552;0.0350154
-0.5623;0.0191616
-0.5689;0.019436
-0.586;0.043294
-0.5908;0.0197094
-0.5949;0.0192219
-0.6017;0.0259427
-0.6066;0.023181
-0.6082;0.0171251
-0.6099;0.0178851
-0.61;0.0150051
-0.6095;0.0140348
-0.6072;0.0103934
-0.6054;0.0114261
-0.6031;0.0103827
-0.5971;0.0023812
-0.5796;-0.022954
-0.5644;-0.0203518
-0.5616;0.004309
-0.538;-0.040562
-0.4981;-0.0788979
-0.4875;-0.0216442
-0.4673;-0.0436405
-0.4573;-0.0245119
-0.4376;-0.0466481
-0.4278;-0.0281042
-0.3994;-0.0693645
-0.3902;-0.0321494
-0.3573;-0.0843057
-0.3499;-0.0342408
-0.3368;-0.0474374
-0.3309;-0.0337569
-0.32;-0.0452319
-0.2978;-0.071013
-0.2943;-0.0339909
-0.2848;-0.0472735
-0.2844;-0.0289913
-0.2849;-0.0269738
-0.2856;-0.026326
-0.288;-0.022422
-0.2914;-0.0197663
-0.2935;-0.0219046
-0.2958;-0.0210117
-0.2982;-0.0203026
-0.3038;-0.0129107
-0.3068;-0.0175073
-0.3132;-0.0095907
-0.3202;-0.0071806
-0.3237;-0.0134937
-0.331;-0.00463325
-0.3347;-0.0111109
-0.3383;-0.0106017
-0.342;-0.00967575
-0.3494;-0.00099105
-0.3531;-0.0076595
-0.3567;-0.00714115
-0.3603;-0.006421
-0.3673;0.00161265
-0.3707;-0.004892
-0.3771;0.00225655
-0.3801;-0.0039034
-0.383;-0.0034769
-0.3932;0.0128497
-0.3975;0.00189345
-0.3994;-0.00242185
-0.412;0.0210742
-0.4333;0.0418858
-0.4586;0.0539101
-0.4942;0.0800972
-0.5389;0.105272
-0.6259;0.203235
-0.824;0.455562
-0.8592;0.135471
-0.9175;0.190875
-0.9426;0.128711
-0.9858;0.171884
-1.0042;0.125546
-1.0341;0.153548
-1.0458;0.119426
-1.0624;0.132247
-1.0716;0.119363
-1.0705;0.0991335
-1.0674;0.0952022
-1.204;0.395694
-1.2543;0.231266
-1.3003;0.230216
-1.3835;0.317788
-1.5598;0.531213
-1.5774;0.217242
-1.5959;0.222615
-1.6012;0.19781
-1.5846;0.152313
-1.5713;0.157703
-1.4607;-0.0527563
-1.43;0.103154
-1.3651;0.0257012
-1.3299;0.0804862
-1.2931;0.0724127
-1.2137;-0.0240904
-1.1713;0.0441352
-1.1278;0.0359741
-1.0664;-0.0085027
-1.0654;0.11268
-1.1466;0.289833
-1.1979;0.238327
-1.246;0.239765
-1.3336;0.332572
-1.373;0.242769
-1.4086;0.241213
-1.4411;0.240608
-1.4969;0.296327
-1.522;0.239453
-1.5605;0.272808
-1.5744;0.22648
-1.5844;0.220973
-1.5943;0.223055
-1.5906;0.196095
-1.5837;0.189452
-1.5736;0.182324
-1.5657;0.186321
-1.6063;0.290215
-1.6596;0.324439
-1.7972;0.514578
-1.9299;0.525648
-2.0415;0.501209
-2.0884;0.379888
-2.1294;0.375303
-2.1963;0.438236
-2.2689;0.46166
-2.2736;0.327702
-2.2651;0.30116
-2.2529;0.293056
-2.1562;0.110629
-2.0798;0.140809
-2.0387;0.206263
-2.0436;0.30002
-2.0216;0.243931
-2.0493;0.348511
-2.0791;0.35822
-2.1245;0.397292
-2.1399;0.340672
-2.1502;0.333092
-2.1557;0.325395
-2.1526;0.308807
-2.1441;0.297804
-2.131;0.287704
-2.0916;0.23024
-2.0653;0.253528
-2.0351;0.242215
-1.9626;0.147721
-1.9204;0.202952
-1.8263;0.0859498
-1.7187;0.0436692
-1.6606;0.134784
-1.5378;-0.0122666
-1.4727;0.0941047
-1.338;-0.0646313
-1.2677;0.0542576
-1.1966;0.0425909
-1.0582;-0.11224
-1.0074;0.0558437
-0.9179;-0.0345224
-0.8035;-0.101081
-0.7635;0.0421011
-0.6834;-0.0497722
-0.6425;0.0228141
-0.6013;0.0163347
-0.5169;-0.0824668
-0.4736;-0.00652505
-0.3875;-0.104846
-0.3441;-0.0257842
-0.2586;-0.12268
-0.2159;-0.043377
0.1606;-0.767532
0.1733;-0.0419239
0.1614;0.00898035
0.1513;0.0068197
0.1301;0.0321347
0.1075;0.0382709
0.096;0.0177479
0.039;0.117278
0.0167;0.0512151
0.0064;0.0287569
-0.0129;0.0496583
-0.022;0.0306343
-0.0388;0.0485737
-0.0466;0.031767
-0.0538;0.0316739
-0.0605;0.0317092
-0.0726;0.0443605
-0.0779;0.0315944
-0.0921;0.0515705
-0.1198;0.0827854
-0.134;0.0579824
-0.1709;0.109003
-0.2493;0.203887
-0.262;0.0745235
-0.2727;0.0722648
-0.3039;0.118097
-0.3126;0.0745581
-0.3157;0.0639809
-0.3152;0.0568635
-0.3108;0.0485589
-0.2956;0.0248267
-0.2883;0.0396759
-0.2801;0.0367859
-0.2609;0.0120364
-0.2379;0.0011053
-0.2251;0.0196979
-0.2117;0.0165937
-0.1976;0.0131775
-0.1827;0.00943385
-0.1508;-0.0292757
-0.1339;-0.0017438
-0.0991;-0.0427142
-0.081;-0.0119887
-0.0444;-0.0544565
-0.0257;-0.0214487
-0.007;-0.0242502
0.031;-0.0685657
0.0503;-0.0340858
0.0884;-0.077445
0.1073;-0.0419337
0.1259;-0.0441866
0.1811;-0.125757
0.1991;-0.0541567
0.2318;-0.0885776
0.2462;-0.0542607
0.2598;-0.0548306
0.2848;-0.081523
0.2967;-0.0572564
0.3079;-0.0576903
0.3187;-0.0586697
0.329;-0.0593792
0.3481;-0.0800182
0.357;-0.0611317
0.3857;-0.10523
0.3962;-0.0706027
0.4003;-0.0586178
0.4038;-0.0581447
0.4088;-0.0620991
0.4115;-0.0581099
0.4119;-0.0537758
0.4095;-0.0480206
0.4051;-0.0435631
0.402;-0.0458991
0.3985;-0.0447734
0.3899;-0.0334783
0.3795;-0.0285081
0.3736;-0.0368099
0.3466;0.0092668
0.3227;0.00649045
0.3144;-0.0236217
0.2976;-0.00425055
0.2891;-0.0197201
0.2718;0.000339
0.263;-0.0154725
0.2455;0.00442975
0.2419;-0.0229512
0.2599;-0.0689811
0.2492;-0.0101007
0.249;-0.0311952
0.2624;-0.0605364
0.2792;-0.069996
0.2872;-0.0537396
0.3019;-0.0694956
